filename,homogeneity_d1_a0,homogeneity_d1_a45,homogeneity_d1_a90,homogeneity_d1_a135,homogeneity_d2_a0,homogeneity_d2_a45,homogeneity_d2_a90,homogeneity_d2_a135,energy_d1_a0,energy_d1_a45,energy_d1_a90,energy_d1_a135,energy_d2_a0,energy_d2_a45,energy_d2_a90,energy_d2_a135,correlation_d1_a0,correlation_d1_a45,correlation_d1_a90,correlation_d1_a135,correlation_d2_a0,correlation_d2_a45,correlation_d2_a90,correlation_d2_a135,entropy_d1_a0,entropy_d1_a45,entropy_d1_a90,entropy_d1_a135,entropy_d2_a0,entropy_d2_a45,entropy_d2_a90,entropy_d2_a135,name
Alvin (22).jpg,0.828351098,0.797994076,0.835503319,0.789091638,0.767818864,0.797994076,0.772373815,0.789091638,0.302341181,0.285861353,0.303071516,0.282824815,0.272919304,0.285861353,0.272604676,0.282824815,0.891319272,0.865056079,0.914547377,0.857253169,0.826027118,0.865056079,0.854443691,0.857253169,2.809593681,2.918830799,2.769811804,2.945083751,3.015523673,2.918830799,2.991407995,2.945083751,Alvin
Alvin (23).jpg,0.832499868,0.797169109,0.837514285,0.790156125,0.775407785,0.797169109,0.777458069,0.790156125,0.308752549,0.290063248,0.307354997,0.287846718,0.281415138,0.290063248,0.279100672,0.287846718,0.897489944,0.859266544,0.913845015,0.855590439,0.825802902,0.859266544,0.853740949,0.855590439,2.784748245,2.919482204,2.759563749,2.939164317,2.985813116,2.919482204,2.974929598,2.939164317,Alvin
Alvin (24).jpg,0.842761439,0.809778894,0.837881451,0.804825059,0.788778308,0.809778894,0.772893177,0.804825059,0.315829084,0.29844618,0.309723166,0.296430043,0.289355461,0.29844618,0.278756295,0.296430043,0.910166612,0.881878401,0.911947865,0.877913057,0.856809504,0.881878401,0.839821559,0.877913057,2.754475228,2.873341639,2.766962786,2.891348547,2.944350777,2.873341639,3.005044759,2.891348547,Alvin
Alvin (25).jpg,0.860902901,0.828615666,0.852442955,0.824001062,0.806730341,0.828615666,0.798302803,0.824001062,0.347045374,0.329428932,0.340853434,0.327879292,0.318252701,0.329428932,0.31238125,0.327879292,0.940646169,0.916452847,0.930804472,0.90837294,0.898424455,0.916452847,0.886450322,0.90837294,2.561499405,2.678177911,2.595964907,2.693730018,2.748227588,2.678177911,2.788970673,2.693730018,Alvin
Alvin (26).jpg,0.839278603,0.806565727,0.83071724,0.798178758,0.788990902,0.806565727,0.766327826,0.798178758,0.302965893,0.285499702,0.296042574,0.28259613,0.278311157,0.285499702,0.266148934,0.28259613,0.901215318,0.867999485,0.902339572,0.862893777,0.849514453,0.867999485,0.833424213,0.862893777,2.817397078,2.934557637,2.838637943,2.963622177,3.000555411,2.934557637,3.064470912,2.963622177,Alvin
Alvin (27).jpg,0.892208498,0.841904969,0.862620908,0.843282198,0.8409752,0.841904969,0.798860206,0.843282198,0.372759846,0.344474402,0.355044454,0.345624951,0.341442539,0.344474402,0.319490177,0.345624951,0.927879766,0.886583016,0.918282252,0.886794172,0.882429424,0.886583016,0.845642331,0.886794172,2.433219106,2.634671546,2.550098126,2.628014506,2.628742973,2.634671546,2.781956046,2.628014506,Alvin
Alvin (28).jpg,0.890130926,0.841553661,0.86210037,0.840001835,0.835297653,0.841553661,0.794753146,0.840001835,0.374451333,0.346514589,0.358588294,0.346087736,0.341170614,0.346514589,0.322254645,0.346087736,0.932879975,0.894483331,0.915333722,0.892200937,0.889341354,0.894483331,0.843058366,0.892200937,2.416475461,2.604754513,2.524030803,2.611586522,2.618882251,2.604754513,2.765432861,2.611586522,Alvin
Alvin (29).jpg,0.90606292,0.860248635,0.888937854,0.874645091,0.854360338,0.860248635,0.830471556,0.874645091,0.318493156,0.292914545,0.309147213,0.299989178,0.288642817,0.292914545,0.277761934,0.299989178,0.973632056,0.954006228,0.966018508,0.961931668,0.954352708,0.954006228,0.935469404,0.961931668,2.595926463,2.798638432,2.679678627,2.732228615,2.808651487,2.798638432,2.922736538,2.732228615,Alvin
Alvin (3).jpg,0.896747821,0.870498349,0.903993458,0.880026309,0.84690387,0.870498349,0.856877923,0.880026309,0.324656382,0.309685502,0.328164226,0.314184535,0.296862578,0.309685502,0.302066693,0.314184535,0.961611223,0.947830604,0.966811301,0.952971678,0.92603964,0.947830604,0.939434091,0.952971678,2.5563728,2.67093006,2.516344801,2.631663716,2.774299147,2.67093006,2.723470587,2.631663716,Alvin
Alvin (30).jpg,0.871047726,0.828046156,0.859541857,0.818970911,0.809139951,0.828046156,0.797566499,0.818970911,0.306482214,0.281570903,0.298394544,0.276988383,0.273483293,0.281570903,0.266386312,0.276988383,0.938409168,0.910447817,0.94009776,0.909548649,0.886937806,0.910447817,0.892560488,0.909548649,2.752122739,2.922044168,2.789733718,2.953278516,3.001231714,2.922044168,3.030476589,2.953278516,Alvin
Alvin (31).jpg,0.878840169,0.840780756,0.880144045,0.85247452,0.812780308,0.840780756,0.821436861,0.85247452,0.292333912,0.273657932,0.294093616,0.278885989,0.259410169,0.273657932,0.264867704,0.278885989,0.960108562,0.94052267,0.960366489,0.946994009,0.923804139,0.94052267,0.92751195,0.946994009,2.775798506,2.937841053,2.773104135,2.889574739,3.039211142,2.937841053,3.014652431,2.889574739,Alvin
Alvin (32).jpg,0.885876292,0.854369069,0.895584461,0.859650683,0.823804586,0.854369069,0.838621271,0.859650683,0.317207943,0.300883245,0.323181833,0.305193726,0.284909823,0.300883245,0.294405507,0.305193726,0.947641826,0.926745034,0.951815677,0.924564744,0.904788176,0.926745034,0.907524692,0.924564744,2.69610476,2.831185475,2.643691858,2.80724814,2.953677775,2.831185475,2.887274452,2.80724814,Alvin
Alvin (33).jpg,0.875241808,0.843286779,0.889302197,0.84955956,0.808616534,0.843286779,0.82703548,0.84955956,0.304852221,0.28819377,0.311107535,0.291939337,0.271592913,0.28819377,0.279718071,0.291939337,0.930186371,0.911207178,0.957193571,0.915791006,0.868756661,0.911207178,0.917672457,0.915791006,2.788364407,2.923952433,2.707736561,2.890896594,3.062166673,2.923952433,2.965996794,2.890896594,Alvin
Alvin (34).jpg,0.906575352,0.868603542,0.900295713,0.879668155,0.848752286,0.868603542,0.843467899,0.879668155,0.344701412,0.323051484,0.340067838,0.32925692,0.31203682,0.323051484,0.309727327,0.32925692,0.952469842,0.932988362,0.958151536,0.934432858,0.912906057,0.932988362,0.918380489,0.934432858,2.523392615,2.693621596,2.553289331,2.648069859,2.764710937,2.693621596,2.794745747,2.648069859,Alvin
Alvin (35).jpg,0.914152289,0.875805881,0.905683476,0.890798983,0.861215569,0.875805881,0.848877624,0.890798983,0.33169815,0.309580564,0.326313717,0.317711879,0.301433865,0.309580564,0.294533351,0.317711879,0.97291603,0.955159138,0.968559123,0.963381962,0.951591573,0.955159138,0.939568153,0.963381962,2.54376441,2.719935995,2.586737361,2.649492939,2.768742734,2.719935995,2.83141275,2.649492939,Alvin
Alvin (36).jpg,0.87342695,0.842927517,0.87055024,0.836786918,0.816136657,0.842927517,0.807639562,0.836786918,0.327510917,0.309117603,0.323122629,0.305584391,0.297208169,0.309117603,0.28850042,0.305584391,0.929513073,0.90614416,0.936731066,0.906319514,0.86880544,0.90614416,0.885222658,0.906319514,2.671152678,2.793390097,2.667764565,2.816078634,2.9062777,2.793390097,2.913683902,2.816078634,Alvin
Alvin (37).jpg,0.920966571,0.895585058,0.907806348,0.887700831,0.880259648,0.895585058,0.859175858,0.887700831,0.425281106,0.407905676,0.41415104,0.40272599,0.399357069,0.407905676,0.382279484,0.40272599,0.942878845,0.92360825,0.940969731,0.91460573,0.895482879,0.92360825,0.891944217,0.91460573,2.19788671,2.308835772,2.25128901,2.347431451,2.380274776,2.308835772,2.460224422,2.347431451,Alvin
Alvin (38).jpg,0.990126722,0.990978982,0.993602362,0.986266973,0.980530754,0.990978982,0.987754216,0.986266973,0.707081541,0.70870428,0.709583474,0.704652291,0.69941171,0.70870428,0.704784048,0.704652291,0.969818415,0.972229544,0.980594612,0.957749893,0.939615373,0.972229544,0.962598392,0.957749893,0.883146106,0.872964055,0.857154599,0.908982202,0.945760273,0.872964055,0.901227836,0.908982202,Alvin
Alvin (39).jpg,0.873802384,0.839131257,0.866206894,0.834228493,0.815680032,0.839131257,0.801492444,0.834228493,0.333433511,0.311732474,0.324889313,0.309410577,0.302997016,0.311732474,0.291137809,0.309410577,0.92961499,0.903239442,0.93440933,0.905556546,0.868356678,0.903239442,0.881316991,0.905556546,2.670836834,2.809027714,2.68924563,2.82575109,2.910696617,2.809027714,2.933677916,2.82575109,Alvin
Alvin (4).jpg,0.890986265,0.859737484,0.885437163,0.856564718,0.842291869,0.859737484,0.835676999,0.856564718,0.337728636,0.320964106,0.33376439,0.31818335,0.308719999,0.320964106,0.306672248,0.31818335,0.950438547,0.930883963,0.949397114,0.927837405,0.920474316,0.930883963,0.912929921,0.927837405,2.567457791,2.696471864,2.589526537,2.713588772,2.770896144,2.696471864,2.792036731,2.713588772,Alvin
Alvin (40).jpg,0.887912014,0.868645903,0.898426338,0.868252224,0.8389031,0.868645903,0.854725544,0.868252224,0.361334267,0.354471735,0.368403609,0.352423509,0.337401628,0.354471735,0.349695015,0.352423509,0.946022158,0.935739033,0.960821132,0.935253621,0.899313666,0.935739033,0.934122159,0.935253621,2.582646633,2.651854178,2.515264066,2.663699781,2.792299717,2.651854178,2.692232187,2.663699781,Alvin
Alvin (41).jpg,0.886518631,0.866163554,0.896262257,0.868565667,0.837007513,0.866163554,0.852247966,0.868565667,0.344210878,0.336365755,0.350459301,0.335264895,0.319043544,0.336365755,0.331633689,0.335264895,0.949306627,0.940169805,0.963340186,0.939879849,0.905111289,0.940169805,0.937938072,0.939879849,2.624312949,2.696272653,2.559911459,2.700712225,2.83734436,2.696272653,2.735523635,2.700712225,Alvin
Alvin (42).jpg,0.893066477,0.870549776,0.896603731,0.873420131,0.845222197,0.870549776,0.853614487,0.873420131,0.36470823,0.355476209,0.369127,0.355269026,0.339025576,0.355476209,0.348904605,0.355269026,0.9473515,0.932656106,0.95451998,0.934641591,0.906508582,0.932656106,0.924803308,0.934641591,2.491169552,2.575766761,2.462046244,2.576270976,2.692530134,2.575766761,2.636582396,2.576270976,Alvin
Alvin (43).jpg,0.879882104,0.858000953,0.888821197,0.856697033,0.827121201,0.858000953,0.837550192,0.856697033,0.346773403,0.337401371,0.352492381,0.335316014,0.319506818,0.337401371,0.328540256,0.335316014,0.93983858,0.926035085,0.956006351,0.926176385,0.884026985,0.926035085,0.92165117,0.926176385,2.643490354,2.725400131,2.583408057,2.73845804,2.868031577,2.725400131,2.792384704,2.73845804,Alvin
Alvin (44).jpg,0.853432161,0.816195611,0.871142155,0.824597637,0.795020661,0.816195611,0.817179532,0.824597637,0.370847568,0.348696238,0.378194964,0.354022049,0.336092537,0.348696238,0.347328969,0.354022049,0.906224776,0.871029438,0.920620417,0.877281683,0.845773427,0.871029438,0.865198953,0.877281683,2.52942064,2.667663231,2.467767032,2.640037234,2.736753288,2.667663231,2.67284114,2.640037234,Alvin
Alvin (45).jpg,0.863937492,0.828473318,0.869989668,0.838705864,0.803224094,0.828473318,0.8176736,0.838705864,0.39731068,0.377504436,0.398855473,0.383312799,0.362647792,0.377504436,0.368757215,0.383312799,0.916610976,0.879189746,0.916919851,0.888896205,0.856801426,0.879189746,0.860370102,0.888896205,2.410026774,2.544500789,2.399068214,2.507097103,2.619235719,2.544500789,2.588878653,2.507097103,Alvin
Alvin (46).jpg,0.885013678,0.847667973,0.879975098,0.854911159,0.833594003,0.847667973,0.831023276,0.854911159,0.412762893,0.392900844,0.410231555,0.396066723,0.38059704,0.392900844,0.380207911,0.396066723,0.929620818,0.885555772,0.914954746,0.89500049,0.879621519,0.885555772,0.858338219,0.89500049,2.31393546,2.464313909,2.344998347,2.44013136,2.512623531,2.464313909,2.533022505,2.44013136,Alvin
Alvin (47).jpg,0.880901947,0.853097233,0.895618345,0.867116675,0.822807816,0.853097233,0.851738698,0.867116675,0.330473869,0.317638093,0.33915235,0.323722024,0.300825839,0.317638093,0.318262957,0.323722024,0.944032165,0.927926616,0.961634212,0.938178585,0.888197338,0.927926616,0.936056102,0.938178585,2.686787607,2.797682688,2.602708697,2.742887299,2.930435846,2.797682688,2.784179945,2.742887299,Alvin
Alvin (48).jpg,0.879238532,0.853885683,0.892777188,0.867982836,0.821335074,0.853885683,0.849992297,0.867982836,0.348954564,0.339292315,0.35752672,0.343693931,0.32215698,0.339292315,0.338605039,0.343693931,0.937863502,0.921545649,0.958431453,0.934694033,0.879570449,0.921545649,0.930761393,0.934694033,2.626186599,2.72529132,2.551528871,2.667569658,2.851230864,2.72529132,2.727481237,2.667569658,Alvin
Alvin (49).jpg,0.912753885,0.876322994,0.896449511,0.888139264,0.868398654,0.876322994,0.847655352,0.888139264,0.361774143,0.34387578,0.355448854,0.348472038,0.335561211,0.34387578,0.33058243,0.348472038,0.961314835,0.935675647,0.953695553,0.949980883,0.933079409,0.935675647,0.91782727,0.949980883,2.392289356,2.553605397,2.460512868,2.497542105,2.584121039,2.553605397,2.658686057,2.497542105,Alvin
Alvin (5).jpg,0.860251437,0.829946035,0.861555968,0.827640414,0.794539716,0.829946035,0.810245686,0.827640414,0.339326356,0.322679149,0.336804833,0.321718778,0.307436768,0.322679149,0.30719976,0.321718778,0.914455655,0.894490569,0.939056313,0.891063705,0.845066256,0.894490569,0.892086258,0.891063705,2.626271222,2.745902152,2.614454496,2.753624431,2.856072235,2.745902152,2.822962101,2.753624431,Alvin
Alvin (50).jpg,0.872915272,0.837992639,0.87795874,0.848986484,0.815501267,0.837992639,0.829390133,0.848986484,0.346228293,0.327392745,0.346778374,0.332910418,0.315418224,0.327392745,0.318937284,0.332910418,0.931163391,0.905731338,0.940644724,0.912446164,0.87580243,0.905731338,0.901824145,0.912446164,2.593864663,2.720859323,2.561137144,2.68972029,2.811758219,2.720859323,2.752330639,2.68972029,Alvin
Alvin (6).jpg,0.914370079,0.889049319,0.920504284,0.892197467,0.858813934,0.889049319,0.872847761,0.892197467,0.353238839,0.336887782,0.357149946,0.337669575,0.31724981,0.336887782,0.325805,0.337669575,0.960278428,0.945205691,0.964394838,0.947961062,0.918970334,0.945205691,0.934560998,0.947961062,2.401713961,2.517712655,2.36679931,2.503193144,2.648104547,2.517712655,2.587512687,2.503193144,Alvin
Alvin (7).jpg,0.882256249,0.859784675,0.896828257,0.859732824,0.822509243,0.859784675,0.844779158,0.859732824,0.309636155,0.297326083,0.315482304,0.297171781,0.278403942,0.297326083,0.288372217,0.297171781,0.934501613,0.921334279,0.960415902,0.923566905,0.877616256,0.921334279,0.924435883,0.923566905,2.730292341,2.823944686,2.645545079,2.827527994,2.983757276,2.823944686,2.871842474,2.827527994,Alvin
Alvin (8).jpg,0.894340349,0.858792389,0.89433465,0.866966768,0.836591499,0.858792389,0.840069426,0.866966768,0.348041568,0.330281868,0.349049066,0.333518546,0.316239377,0.330281868,0.318996702,0.333518546,0.954909364,0.93320214,0.955574646,0.936458959,0.913973681,0.93320214,0.920806686,0.936458959,2.519951012,2.662437749,2.518772538,2.636848663,2.754251268,2.662437749,2.740687188,2.636848663,Alvin
Alvin (9).jpg,0.895778871,0.867761912,0.901340347,0.874492195,0.841136777,0.867761912,0.850792661,0.874492195,0.38282236,0.367813639,0.385592625,0.370804673,0.352998489,0.367813639,0.356485055,0.370804673,0.951894535,0.934576925,0.959461581,0.939605529,0.910051323,0.934576925,0.92702853,0.939605529,2.444866172,2.562359533,2.40735857,2.532297434,2.666674151,2.562359533,2.619703758,2.532297434,Alvin
Ritter (1).jpg,0.90914703,0.887470762,0.917001255,0.885228092,0.856830989,0.887470762,0.866738396,0.885228092,0.393118591,0.381224049,0.397908029,0.379899981,0.365344889,0.381224049,0.370784993,0.379899981,0.933901526,0.909803438,0.949443269,0.920988838,0.860511876,0.909803438,0.897165662,0.920988838,2.339387825,2.432259504,2.282715057,2.433105008,2.570810543,2.432259504,2.495351495,2.433105008,Ritter
Ritter (10).jpg,0.903674793,0.875269755,0.903793232,0.878025506,0.855898478,0.875269755,0.853799173,0.878025506,0.382943304,0.363756986,0.379329138,0.364175825,0.353577051,0.363756986,0.346093593,0.364175825,0.928513111,0.907825706,0.938575722,0.909370593,0.876282515,0.907825706,0.894637948,0.909370593,2.312125125,2.432889282,2.306298961,2.424674286,2.514751994,2.432889282,2.515542767,2.424674286,Ritter
Ritter (11).jpg,0.919380021,0.889412062,0.91623022,0.898826402,0.873501777,0.889412062,0.866605252,0.898826402,0.405253838,0.383963644,0.399563351,0.388885267,0.376428762,0.383963644,0.364846676,0.388885267,0.943692053,0.925704983,0.951039641,0.9263974,0.890627855,0.925704983,0.910814843,0.9263974,2.184577722,2.312663245,2.190495931,2.282081273,2.391886597,2.312663245,2.403335347,2.282081273,Ritter
Ritter (12).jpg,0.907572143,0.878008128,0.907514573,0.883062597,0.854803173,0.878008128,0.861111601,0.883062597,0.399859612,0.377608736,0.398066148,0.3831079,0.36547566,0.377608736,0.365657714,0.3831079,0.916814129,0.888796932,0.92626577,0.889451809,0.839705358,0.888796932,0.87218136,0.889451809,2.251349649,2.376670583,2.236793709,2.358745516,2.484580319,2.376670583,2.436950272,2.358745516,Ritter
Ritter (13).jpg,0.906282595,0.875145469,0.908412654,0.887109641,0.854144699,0.875145469,0.861751267,0.887109641,0.406342708,0.384748038,0.406137991,0.391000001,0.371621812,0.384748038,0.374500658,0.391000001,0.930227958,0.898191159,0.932664196,0.909655487,0.872390697,0.898191159,0.879880529,0.909655487,2.265202285,2.403658346,2.251186799,2.354904004,2.495210485,2.403658346,2.455488657,2.354904004,Ritter
Ritter (14).jpg,0.929794276,0.905230847,0.930613688,0.914322029,0.887719623,0.905230847,0.890055125,0.914322029,0.420139294,0.399698001,0.418635691,0.40751477,0.390410809,0.399698001,0.388306431,0.40751477,0.948115146,0.926482984,0.950577652,0.936802194,0.902872812,0.926482984,0.911373378,0.936802194,2.123958348,2.244409137,2.115384926,2.201048808,2.329811284,2.244409137,2.312993171,2.201048808,Ritter
Ritter (15).jpg,0.929841289,0.900218095,0.925492126,0.906243412,0.883706816,0.900218095,0.878048042,0.906243412,0.415816708,0.392853723,0.410916207,0.397222863,0.383070951,0.392853723,0.376711218,0.397222863,0.948628513,0.924097173,0.948237648,0.927761305,0.898774717,0.924097173,0.90206992,0.927761305,2.12705302,2.270327442,2.141981324,2.245291183,2.351280092,2.270327442,2.361892571,2.245291183,Ritter
Ritter (16).jpg,0.898776338,0.872715589,0.905039127,0.879526814,0.850529796,0.872715589,0.863613047,0.879526814,0.361343048,0.342466262,0.362647205,0.34785149,0.332141331,0.342466262,0.333772953,0.34785149,0.928958702,0.912866752,0.943532167,0.914426258,0.872659871,0.912866752,0.910999485,0.914426258,2.424803425,2.533991343,2.388452868,2.508842161,2.6326975,2.533991343,2.570212198,2.508842161,Ritter
Ritter (17).jpg,0.900690464,0.867837356,0.900175382,0.878425332,0.847805729,0.867837356,0.8511039,0.878425332,0.360964642,0.340135506,0.35780136,0.347048894,0.331027178,0.340135506,0.32746477,0.347048894,0.936624551,0.915440553,0.944029965,0.919169553,0.878354824,0.915440553,0.902530015,0.919169553,2.437463289,2.575217874,2.43583575,2.534009898,2.66315055,2.575217874,2.645821857,2.534009898,Ritter
Ritter (18).jpg,0.904353275,0.876814948,0.900365838,0.882997931,0.860259637,0.876814948,0.861890425,0.882997931,0.353739566,0.336131544,0.350204699,0.340424264,0.326952745,0.336131544,0.326738043,0.340424264,0.948903239,0.933270673,0.952434678,0.931179981,0.909779135,0.933270673,0.921543679,0.931179981,2.365945681,2.479474503,2.37632684,2.459371158,2.545829529,2.479474503,2.540613232,2.459371158,Ritter
Ritter (19).jpg,0.903477811,0.877580026,0.905059851,0.872690769,0.851379097,0.877580026,0.856769571,0.872690769,0.391959455,0.374723943,0.389055837,0.371197114,0.359837,0.374723943,0.356773118,0.371197114,0.943983347,0.923000989,0.943510017,0.918873177,0.894957526,0.923000989,0.900731766,0.918873177,2.277800572,2.384954874,2.276794517,2.407059727,2.488714452,2.384954874,2.477414591,2.407059727,Ritter
Ritter (2).jpg,0.922934296,0.904510437,0.939251306,0.910509021,0.871487229,0.904510437,0.900673854,0.910509021,0.388466201,0.377051031,0.395371033,0.379334863,0.360608344,0.377051031,0.372122437,0.379334863,0.93869042,0.915598562,0.959139265,0.931859569,0.866383602,0.915598562,0.918108488,0.931859569,2.303586401,2.389378124,2.213974314,2.360890667,2.53987136,2.389378124,2.403518666,2.360890667,Ritter
Ritter (20).jpg,0.918369326,0.883920085,0.915082214,0.892283538,0.864039887,0.883920085,0.86700623,0.892283538,0.362836564,0.341708876,0.359911367,0.346610929,0.329643615,0.341708876,0.32944156,0.346610929,0.960990793,0.944007189,0.962343412,0.944148496,0.922843506,0.944007189,0.9325656,0.944148496,2.330187887,2.471019609,2.332896631,2.446463888,2.566547822,2.471019609,2.542936933,2.446463888,Ritter
Ritter (21).jpg,0.897710324,0.861165178,0.89419825,0.861179249,0.838029945,0.861165178,0.837361628,0.861179249,0.374536127,0.351833059,0.370612883,0.351447702,0.339304682,0.351833059,0.334759895,0.351447702,0.930592853,0.900105437,0.929967585,0.89196937,0.865197169,0.900105437,0.877691721,0.89196937,2.388067384,2.536653878,2.39661977,2.544089965,2.632632021,2.536653878,2.627521526,2.544089965,Ritter
Ritter (22).jpg,0.899432663,0.871818615,0.908386768,0.867438341,0.842325564,0.871818615,0.850957975,0.867438341,0.378668395,0.360336624,0.380786888,0.357985575,0.345724922,0.360336624,0.344760316,0.357985575,0.937294939,0.916890574,0.94556629,0.909467852,0.876852351,0.916890574,0.898199391,0.909467852,2.363873176,2.478072211,2.32164389,2.503393622,2.606544648,2.478072211,2.562418935,2.503393622,Ritter
Ritter (23).jpg,0.906432988,0.856560946,0.884641785,0.862556929,0.850896869,0.856560946,0.831475054,0.862556929,0.390177369,0.355832931,0.372052459,0.359620735,0.356078797,0.355832931,0.337597202,0.359620735,0.932581439,0.887067198,0.913151215,0.884209048,0.867606783,0.887067198,0.857030204,0.884209048,2.317872846,2.526873863,2.410238612,2.511338556,2.559914786,2.526873863,2.617978483,2.511338556,Ritter
Ritter (24).jpg,0.925154875,0.887167482,0.910729432,0.892979033,0.88223394,0.887167482,0.87053044,0.892979033,0.437137876,0.408215305,0.424465045,0.412730846,0.40624983,0.408215305,0.392642098,0.412730846,0.937084009,0.900797743,0.925763567,0.907513046,0.885987111,0.900797743,0.885019672,0.907513046,2.055246551,2.2212605,2.1147347,2.196858169,2.2539356,2.2212605,2.285783349,2.196858169,Ritter
Ritter (25).jpg,0.947440444,0.914587464,0.931888726,0.923245866,0.911967649,0.914587464,0.886460795,0.923245866,0.472448148,0.447259567,0.45599338,0.452966717,0.449585126,0.447259567,0.422131329,0.452966717,0.955595375,0.927048048,0.948368149,0.934954967,0.910603159,0.927048048,0.903169082,0.934954967,1.935136473,2.09678166,2.016680867,2.059259562,2.11136297,2.09678166,2.222283998,2.059259562,Ritter
Ritter (26).jpg,0.869974068,0.841916106,0.870740876,0.848584389,0.821741104,0.841916106,0.826141264,0.848584389,0.35301517,0.338278557,0.353553666,0.34095357,0.326487451,0.338278557,0.330796557,0.34095357,0.921991885,0.901620814,0.932389534,0.907119317,0.874954851,0.901620814,0.887954691,0.907119317,2.521167496,2.629483401,2.511733289,2.608504314,2.706569744,2.629483401,2.689187304,2.608504314,Ritter
Ritter (27).jpg,0.864903781,0.835364004,0.864524453,0.841607853,0.817257467,0.835364004,0.814929824,0.841607853,0.342634243,0.326550056,0.342014351,0.329304403,0.316140516,0.326550056,0.315551928,0.329304403,0.920841641,0.895229847,0.927831593,0.901476742,0.867268178,0.895229847,0.877510142,0.901476742,2.562471347,2.678057028,2.557162136,2.654596492,2.748846948,2.678057028,2.747177771,2.654596492,Ritter
Ritter (28).jpg,0.861816022,0.830876078,0.859487983,0.835943018,0.818584741,0.830876078,0.808883491,0.835943018,0.320172432,0.303907915,0.318432385,0.306524537,0.297227765,0.303907915,0.292589641,0.306524537,0.928517834,0.898490514,0.925967095,0.905116979,0.887416045,0.898490514,0.88445698,0.905116979,2.604868602,2.727326813,2.617055831,2.70461221,2.767238976,2.727326813,2.802163774,2.70461221,Ritter
Ritter (29).jpg,0.862229629,0.849497009,0.87843536,0.847101238,0.823344588,0.849497009,0.843016102,0.847101238,0.354771687,0.348085747,0.361080152,0.346180903,0.335902631,0.348085747,0.340617715,0.346180903,0.889211477,0.882595256,0.928375273,0.878529178,0.829271815,0.882595256,0.8937911,0.878529178,2.54239203,2.587137993,2.466758472,2.599931454,2.697607532,2.587137993,2.60618924,2.599931454,Ritter
Ritter (3).jpg,0.893321032,0.857562402,0.87604432,0.859799484,0.859769777,0.857562402,0.824901158,0.859799484,0.394194932,0.373839949,0.38422096,0.375197601,0.37505507,0.373839949,0.353154154,0.375197601,0.937026291,0.909403886,0.926844691,0.907982727,0.899772906,0.909403886,0.877873364,0.907982727,2.293007114,2.423140466,2.351701504,2.420875508,2.43076508,2.423140466,2.544824667,2.420875508,Ritter
Ritter (30).jpg,0.868712887,0.845827582,0.875177375,0.848311165,0.818386883,0.845827582,0.831020705,0.848311165,0.322860022,0.310370961,0.325103122,0.31152651,0.296961415,0.310370961,0.300341596,0.31152651,0.927560393,0.914966961,0.941752096,0.913718392,0.882023389,0.914966961,0.908723123,0.913718392,2.658600658,2.748143824,2.625459461,2.744795214,2.854299235,2.748143824,2.808204821,2.744795214,Ritter
Ritter (31).jpg,0.842616676,0.823265151,0.860860256,0.828431672,0.792424487,0.823265151,0.818590782,0.828431672,0.315726576,0.304979142,0.324666047,0.308623511,0.290834003,0.304979142,0.304015877,0.308623511,0.903772113,0.893711257,0.927224737,0.889750471,0.851320075,0.893711257,0.887175504,0.889750471,2.772675505,2.842266619,2.695730852,2.827460971,2.956016102,2.842266619,2.86344536,2.827460971,Ritter
Ritter (32).jpg,0.919350043,0.898716909,0.932086766,0.89861941,0.86669493,0.898716909,0.886228848,0.89861941,0.386484683,0.374529137,0.393805454,0.374212597,0.357214157,0.374529137,0.367415989,0.374212597,0.944645849,0.926333739,0.963263937,0.934594856,0.877407749,0.926333739,0.925079602,0.934594856,2.36693193,2.460244255,2.283935431,2.457890174,2.61515128,2.460244255,2.497430948,2.457890174,Ritter
Ritter (33).jpg,0.903036623,0.889281577,0.921364356,0.881567111,0.84971606,0.889281577,0.878083822,0.881567111,0.373960671,0.365608207,0.383369927,0.359944954,0.344504722,0.365608207,0.357608686,0.359944954,0.929145429,0.910698906,0.953999972,0.914352245,0.852372971,0.910698906,0.909507323,0.914352245,2.406511868,2.468806309,2.307571923,2.496431353,2.635289306,2.468806309,2.505919921,2.496431353,Ritter
Ritter (34).jpg,0.919646321,0.899184866,0.920399012,0.892729938,0.873965684,0.899184866,0.874302867,0.892729938,0.460470493,0.4457796,0.458192002,0.439933356,0.427856322,0.4457796,0.424614329,0.439933356,0.909856904,0.872262555,0.918423163,0.878409852,0.822556067,0.872262555,0.8462889,0.878409852,2.037968885,2.133209264,2.035935354,2.157170496,2.239268313,2.133209264,2.238096643,2.157170496,Ritter
Ritter (35).jpg,0.856745021,0.843345822,0.903642317,0.837046365,0.794526228,0.843345822,0.856410761,0.837046365,0.42112247,0.411771727,0.442282222,0.408479257,0.389686602,0.411771727,0.412526783,0.408479257,0.862980268,0.846771693,0.928179825,0.84384289,0.767258,0.846771693,0.879062633,0.84384289,2.42835999,2.482910438,2.226482554,2.502048183,2.646701,2.482910438,2.416671668,2.502048183,Ritter
